Ticker,Name,Sector,Asset Class
TKO,TKO GROUP HOLDINGS INC CLASS A,Communication,Equity
EWBC,EAST WEST BANCORP INC,Financials,Equity
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity
ACM,AECOM,Industrials,Equity
JLL,JONES LANG LASALLE INC,Real Estate,Equity
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,Equity
DKS,DICKS SPORTING INC,Consumer Discretionary,Equity
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity
TXT,TEXTRON INC,Industrials,Equity
PFGC,PERFORMANCE FOOD GROUP,Consumer Staples,Equity
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity
ITCI,INTRA CELLULAR THERAPIES INC,Health Care,Equity
RGA,REINSURANCE GROUP OF AMERICA INC,Financials,Equity
VTRS,VIATRIS INC,Health Care,Equity
UNM,UNUM,Financials,Equity
CIEN,CIENA CORP,Information Technology,Equity
FTI,TECHNIPFMC PLC,Energy,Equity
POOL,POOL CORP,Consumer Discretionary,Equity
WPC,W. P. CAREY REIT INC,Real Estate,Equity
SAIA,SAIA INC,Industrials,Equity
Z,ZILLOW GROUP INC CLASS C,Real Estate,Equity
FOXA,FOX CORP CLASS A,Communication,Equity
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity
THC,TENET HEALTHCARE CORP,Health Care,Equity
ROKU,ROKU INC CLASS A,Communication,Equity
TOL,TOLL BROTHERS INC,Consumer Discretionary,Equity
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity
JEF,JEFFERIES FINANCIAL GROUP INC,Financials,Equity
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity
OWL,BLUE OWL CAPITAL INC CLASS A,Financials,Equity
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity
NDSN,NORDSON CORP,Industrials,Equity
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity
CW,CURTISS WRIGHT CORP,Industrials,Equity
AVTR,AVANTOR INC,Health Care,Equity
ITT,ITT INC,Industrials,Equity
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,Equity
CAG,CONAGRA BRANDS INC,Consumer Staples,Equity
EMN,EASTMAN CHEMICAL,Materials,Equity
LECO,LINCOLN ELECTRIC HOLDINGS INC,Industrials,Equity
AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,Equity
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,Equity
FHN,FIRST HORIZON CORP,Financials,Equity
CLH,CLEAN HARBORS INC,Industrials,Equity
JNPR,JUNIPER NETWORKS INC,Information Technology,Equity
TPX,TEMPUR SEALY INTERNATIONAL INC,Consumer Discretionary,Equity
RNR,RENAISSANCERE HOLDING LTD,Financials,Equity
MANH,MANHATTAN ASSOCIATES INC,Information Technology,Equity
ALLE,ALLEGION PLC,Industrials,Equity
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity
NWSA,NEWS CORP CLASS A,Communication,Equity
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity
LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate,Equity
AR,ANTERO RESOURCES CORP,Energy,Equity
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity
OVV,OVINTIV INC,Energy,Equity
TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary,Equity
CG,CARLYLE GROUP INC,Financials,Equity
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity
WWD,WOODWARD INC,Industrials,Equity
INCY,INCYTE CORP,Health Care,Equity
NVT,NVENT ELECTRIC PLC,Industrials,Equity
CNH,CNH INDUSTRIAL N.V. NV,Industrials,Equity
SCI,SERVICE,Consumer Discretionary,Equity
BXP,BXP INC,Real Estate,Equity
SF,STIFEL FINANCIAL CORP,Financials,Equity
SNX,TD SYNNEX CORP,Information Technology,Equity
COHR,COHERENT CORP,Information Technology,Equity
GL,GLOBE LIFE INC,Financials,Equity
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity
MRNA,MODERNA INC,Health Care,Equity
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity
GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Equity
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity
ALLY,ALLY FINANCIAL INC,Financials,Equity
AAL,AMERICAN AIRLINES GROUP INC,Industrials,Equity
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity
AIZ,ASSURANT INC,Financials,Equity
SJM,JM SMUCKER,Consumer Staples,Equity
CNM,CORE & MAIN INC CLASS A,Industrials,Equity
BLD,TOPBUILD CORP,Consumer Discretionary,Equity
FND,FLOOR DECOR HOLDINGS INC CLASS A,Consumer Discretionary,Equity
RBC,RBC BEARINGS INC,Industrials,Equity
CCK,CROWN HOLDINGS INC,Materials,Equity
SOLV,SOLVENTUM CORP,Health Care,Equity
LKQ,LKQ CORP,Consumer Discretionary,Equity
DOX,AMDOCS LTD,Information Technology,Equity
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity
WBS,WEBSTER FINANCIAL CORP,Financials,Equity
AYI,ACUITY BRANDS INC,Industrials,Equity
LAD,LITHIA MOTORS INC CLASS A,Consumer Discretionary,Equity
TECH,BIO TECHNE CORP,Health Care,Equity
PNW,PINNACLE WEST CORP,Utilities,Equity
PEN,PENUMBRA INC,Health Care,Equity
EXEL,EXELIXIS INC,Health Care,Equity
DAY,DAYFORCE INC,Industrials,Equity
BRBR,BELLRING BRANDS INC,Consumer Staples,Equity
BG,BUNGE GLOBAL SA,Consumer Staples,Equity
ARMK,ARAMARK,Consumer Discretionary,Equity
CAVA,CAVA GROUP INC,Consumer Discretionary,Equity
EHC,ENCOMPASS HEALTH CORP,Health Care,Equity
ESTC,ELASTIC NV,Information Technology,Equity
HSIC,HENRY SCHEIN INC,Health Care,Equity
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,Real Estate,Equity
SRPT,SAREPTA THERAPEUTICS INC,Health Care,Equity
KNSL,KINSALE CAPITAL GROUP INC,Financials,Equity
HEI,HEICO CORP,Industrials,Equity
EVR,EVERCORE INC CLASS A,Financials,Equity
BWXT,BWX TECHNOLOGIES INC,Industrials,Equity
ALK,ALASKA AIR GROUP INC,Industrials,Equity
DTM,DT MIDSTREAM INC,Energy,Equity
PRI,PRIMERICA INC,Financials,Equity
ATR,APTARGROUP INC,Materials,Equity
G,GENPACT LTD,Industrials,Equity
RGLD,ROYAL GOLD INC,Materials,Equity
KD,KYNDRYL HOLDINGS INC,Information Technology,Equity
ALAB,ASTERA LABS INC,Information Technology,Equity
PCTY,PAYLOCITY HOLDING CORP,Industrials,Equity
ALB,ALBEMARLE CORP,Materials,Equity
DOCS,DOXIMITY INC CLASS A,Health Care,Equity
WAL,WESTERN ALLIANCE,Financials,Equity
GMED,GLOBUS MEDICAL INC CLASS A,Health Care,Equity
GLOB,GLOBANT SA,Information Technology,Equity
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity
PR,PERMIAN RESOURCES CORP CLASS A,Energy,Equity
HLI,HOULIHAN LOKEY INC CLASS A,Financials,Equity
CUBE,CUBESMART REIT,Real Estate,Equity
PCOR,PROCORE TECHNOLOGIES INC,Information Technology,Equity
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Industrials,Equity
MUSA,MURPHY USA INC,Consumer Discretionary,Equity
RRX,REGAL REXNORD CORP,Industrials,Equity
WING,WINGSTOP INC,Consumer Discretionary,Equity
RRC,RANGE RESOURCES CORP,Energy,Equity
ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials,Equity
VFC,VF CORP,Consumer Discretionary,Equity
EXAS,EXACT SCIENCES CORP,Health Care,Equity
AA,ALCOA CORP,Materials,Equity
BROS,DUTCH BROS INC CLASS A,Consumer Discretionary,Equity
LBRDK,LIBERTY BROADBAND CORP SERIES C,Communication,Equity
PNFP,PINNACLE FINANCIAL PARTNERS INC,Financials,Equity
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity
EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Equity
MTCH,MATCH GROUP INC,Communication,Equity
WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials,Equity
MIDD,MIDDLEBY CORP,Industrials,Equity
WTRG,ESSENTIAL UTILITIES INC,Utilities,Equity
REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,Equity
AFG,AMERICAN FINANCIAL GROUP INC,Financials,Equity
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Equity
CFLT,CONFLUENT INC CLASS A,Information Technology,Equity
CMA,COMERICA INC,Financials,Equity
PLNT,PLANET FITNESS INC CLASS A,Consumer Discretionary,Equity
CART,MAPLEBEAR INC,Consumer Staples,Equity
MORN,MORNINGSTAR INC,Financials,Equity
LNW,LIGHT WONDER INC,Consumer Discretionary,Equity
GNRC,GENERAC HOLDINGS INC,Industrials,Equity
COKE,COCA COLA CONSOLIDATED INC,Consumer Staples,Equity
WCC,WESCO INTERNATIONAL INC,Industrials,Equity
FYBR,FRONTIER COMMUNICATIONS PARENT INC,Communication,Equity
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Equity
ONTO,ONTO INNOVATION INC,Information Technology,Equity
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity
WTFC,WINTRUST FINANCIAL CORP,Financials,Equity
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity
X,US STEEL CORP,Materials,Equity
QGEN,QIAGEN NV,Health Care,Equity
SCCO,SOUTHERN COPPER CORP,Materials,Equity
OGE,OGE ENERGY CORP,Utilities,Equity
APG,API GROUP CORP,Industrials,Equity
AGNC,AGNC INVESTMENT REIT CORP,Financials,Equity
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,Equity
CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,Equity
MOS,MOSAIC,Materials,Equity
HAS,HASBRO INC,Consumer Discretionary,Equity
APA,APA CORP,Energy,Equity
CFR,CULLEN FROST BANKERS INC,Financials,Equity
ENPH,ENPHASE ENERGY INC,Information Technology,Equity
GTLB,GITLAB INC CLASS A,Information Technology,Equity
MTZ,MASTEC INC,Industrials,Equity
SEIC,SEI INVESTMENTS,Financials,Equity
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,Equity
TTC,TORO,Industrials,Equity
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity
SKX,SKECHERS USA INC CLASS A,Consumer Discretionary,Equity
NYT,NEW YORK TIMES CLASS A,Communication,Equity
HRL,HORMEL FOODS CORP,Consumer Staples,Equity
CHE,CHEMED CORP,Health Care,Equity
JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,Equity
EXP,EAGLE MATERIALS INC,Materials,Equity
CR,CRANE,Industrials,Equity
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity
DCI,DONALDSON INC,Industrials,Equity
WH,WYNDHAM HOTELS RESORTS INC,Consumer Discretionary,Equity
FLS,FLOWSERVE CORP,Industrials,Equity
RGEN,REPLIGEN CORP,Health Care,Equity
CBSH,COMMERCE BANCSHARES INC,Financials,Equity
ZION,ZIONS BANCORPORATION,Financials,Equity
INGR,INGREDION INC,Consumer Staples,Equity
BERY,BERRY GLOBAL GROUP INC,Materials,Equity
BRX,BRIXMOR PROPERTY GROUP REIT INC,Real Estate,Equity
AXTA,AXALTA COATING SYSTEMS LTD,Materials,Equity
TTEK,TETRA TECH INC,Industrials,Equity
AOS,A O SMITH CORP,Industrials,Equity
TFX,TELEFLEX INC,Health Care,Equity
DVA,DAVITA INC,Health Care,Equity
GPK,GRAPHIC PACKAGING HOLDING,Materials,Equity
DBX,DROPBOX INC CLASS A,Information Technology,Equity
SNV,SYNOVUS FINANCIAL CORP,Financials,Equity
FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials,Equity
MASI,MASIMO CORP,Health Care,Equity
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity
AAON,AAON INC,Industrials,Equity
VOYA,VOYA FINANCIAL INC,Financials,Equity
ADC,AGREE REALTY REIT CORP,Real Estate,Equity
VNO,VORNADO REALTY TRUST REIT,Real Estate,Equity
ATI,ATI INC,Materials,Equity
CPB,CAMPBELL SOUP,Consumer Staples,Equity
NNN,NNN REIT INC,Real Estate,Equity
MAT,MATTEL INC,Consumer Discretionary,Equity
CACI,CACI INTERNATIONAL INC CLASS A,Industrials,Equity
CE,CELANESE CORP,Materials,Equity
SSD,SIMPSON MANUFACTURING INC,Industrials,Equity
TREX,TREX INC,Industrials,Equity
FR,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate,Equity
BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS I,Consumer Discretionary,Equity
QRVO,QORVO INC,Information Technology,Equity
ESAB,ESAB CORP,Industrials,Equity
HRB,H&R BLOCK INC,Consumer Discretionary,Equity
SN,SHARKNINJA INC,Consumer Discretionary,Equity
BPOP,POPULAR INC,Financials,Equity
AZEK,AZEK COMPANY INC CLASS A,Industrials,Equity
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity
LPX,LOUISIANA PACIFIC CORP,Materials,Equity
WSC,WILLSCOT HOLDINGS CORP CLASS A,Industrials,Equity
PB,PROSPERITY BANCSHARES INC,Financials,Equity
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,Equity
R,RYDER SYSTEM INC,Industrials,Equity
AZPN,ASPEN TECHNOLOGY INC,Information Technology,Equity
AES,AES CORP,Utilities,Equity
BWA,BORGWARNER INC,Consumer Discretionary,Equity
FOX,FOX CORP CLASS B,Communication,Equity
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Equity
OSK,OSHKOSH CORP,Industrials,Equity
AXS,AXIS CAPITAL HOLDINGS LTD,Financials,Equity
LNC,LINCOLN NATIONAL CORP,Financials,Equity
CHRD,CHORD ENERGY CORP,Energy,Equity
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,Equity
S,SENTINELONE INC CLASS A,Information Technology,Equity
MKSI,MKS INSTRUMENTS INC,Information Technology,Equity
IVZ,INVESCO LTD,Financials,Equity
KBR,KBR INC,Industrials,Equity
UGI,UGI CORP,Utilities,Equity
MTDR,MATADOR RESOURCES,Energy,Equity
MTG,MGIC INVESTMENT CORP,Financials,Equity
PATH,UIPATH INC CLASS A,Information Technology,Equity
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,Equity
UHALB,U HAUL NON VOTING SERIES N,Industrials,Equity
ETSY,ETSY INC,Consumer Discretionary,Equity
SLM,SLM CORP,Financials,Equity
BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,Equity
OMF,ONEMAIN HOLDINGS INC,Financials,Equity
OLED,UNIVERSAL DISPLAY CORP,Information Technology,Equity
FCN,FTI CONSULTING INC,Industrials,Equity
AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,Equity
CROX,CROCS INC,Consumer Discretionary,Equity
PARA,PARAMOUNT GLOBAL CLASS B,Communication,Equity
WEX,WEX INC,Financials,Equity
STAG,STAG INDUSTRIAL REIT INC,Real Estate,Equity
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,Consumer Discretionary,Equity
FAF,FIRST AMERICAN FINANCIAL CORP,Financials,Equity
DAR,DARLING INGREDIENTS INC,Consumer Staples,Equity
NFG,NATIONAL FUEL GAS,Utilities,Equity
KEX,KIRBY CORP,Industrials,Equity
RLI,RLI CORP,Financials,Equity
STWD,STARWOOD PROPERTY TRUST REIT INC,Financials,Equity
VNOM,VIPER ENERGY INC CLASS A,Energy,Equity
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity
MTN,VAIL RESORTS INC,Consumer Discretionary,Equity
U,UNITY SOFTWARE INC,Information Technology,Equity
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Equity
VMI,VALMONT INDS INC,Industrials,Equity
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity
AGCO,AGCO CORP,Industrials,Equity
NOV,NOV INC,Energy,Equity
RHI,ROBERT HALF,Industrials,Equity
HR,HEALTHCARE REALTY TRUST INC CLASS,Real Estate,Equity
RITM,RITHM CAPITAL CORP,Financials,Equity
DINO,HF SINCLAIR CORP,Energy,Equity
BILL,BILL HOLDINGS INC,Information Technology,Equity
COLD,AMERICOLD REALTY INC TRUST,Real Estate,Equity
VNT,VONTIER CORP,Information Technology,Equity
FRPT,FRESHPET INC,Consumer Staples,Equity
LAZ,LAZARD INC,Financials,Equity
XP,XP CLASS A INC,Financials,Equity
MSA,MSA SAFETY INC,Industrials,Equity
LFUS,LITTELFUSE INC,Information Technology,Equity
ESI,ELEMENT SOLUTIONS INC,Materials,Equity
CRUS,CIRRUS LOGIC INC,Information Technology,Equity
IDA,IDACORP INC,Utilities,Equity
BEN,FRANKLIN RESOURCES INC,Financials,Equity
THG,HANOVER INSURANCE GROUP INC,Financials,Equity
SIRI,SIRIUSXM HOLDINGS INC,Communication,Equity
ARW,ARROW ELECTRONICS INC,Information Technology,Equity
LSTR,LANDSTAR SYSTEM INC,Industrials,Equity
CGNX,COGNEX CORP,Information Technology,Equity
CLF,CLEVELAND CLIFFS INC,Materials,Equity
GNTX,GENTEX CORP,Consumer Discretionary,Equity
COLB,COLUMBIA BANKING SYSTEM INC,Financials,Equity
POST,POST HOLDINGS INC,Consumer Staples,Equity
JHG,JANUS HENDERSON GROUP PLC,Financials,Equity
AM,ANTERO MIDSTREAM CORP,Energy,Equity
FNB,FNB CORP,Financials,Equity
RH,RH,Consumer Discretionary,Equity
WHR,WHIRLPOOL CORP,Consumer Discretionary,Equity
TKR,TIMKEN,Industrials,Equity
INSP,INSPIRE MEDICAL SYSTEMS INC,Health Care,Equity
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity
HXL,HEXCEL CORP,Industrials,Equity
BRKR,BRUKER CORP,Health Care,Equity
OZK,BANK OZK,Financials,Equity
AMG,AFFILIATED MANAGERS GROUP INC,Financials,Equity
THO,THOR INDUSTRIES INC,Consumer Discretionary,Equity
SGAFT,CASH COLLATERAL USD SGAFT,Cash and/or Derivatives,Cash Collateral and Margins
LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary,Equity
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity
LEA,LEAR CORP,Consumer Discretionary,Equity
BYD,BOYD GAMING CORP,Consumer Discretionary,Equity
GTES,GATES INDUSTRIAL PLC,Industrials,Equity
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity
LITE,LUMENTUM HOLDINGS INC,Information Technology,Equity
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,Equity
VVV,VALVOLINE INC,Consumer Discretionary,Equity
WFRD,WEATHERFORD INTERNATIONAL PLC,Energy,Equity
AL,AIR LEASE CORP CLASS A,Industrials,Equity
APPF,APPFOLIO INC CLASS A,Information Technology,Equity
CIVI,CIVITAS RESOURCES INC,Energy,Equity
SEE,SEALED AIR,Materials,Equity
TPG,TPG INC CLASS A,Financials,Equity
NXST,NEXSTAR MEDIA GROUP INC,Communication,Equity
AN,AUTONATION INC,Consumer Discretionary,Equity
HCP,HASHICORP INC CLASS A,Information Technology,Equity
FIVE,FIVE BELOW INC,Consumer Discretionary,Equity
SON,SONOCO PRODUCTS,Materials,Equity
IONS,IONIS PHARMACEUTICALS INC,Health Care,Equity
DLB,DOLBY LABORATORIES INC CLASS A,Information Technology,Equity
CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS,Information Technology,Equity
W,WAYFAIR INC CLASS A,Consumer Discretionary,Equity
LYFT,LYFT INC CLASS A,Industrials,Equity
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,Financials,Equity
SLGN,SILGAN HOLDINGS INC,Materials,Equity
EEFT,EURONET WORLDWIDE INC,Financials,Equity
AGO,ASSURED GUARANTY LTD,Financials,Equity
BC,BRUNSWICK CORP,Consumer Discretionary,Equity
CUZ,COUSINS PROPERTIES REIT INC,Real Estate,Equity
GXO,GXO LOGISTICS INC,Industrials,Equity
FMC,FMC CORP,Materials,Equity
ROIV,ROIVANT SCIENCES LTD,Health Care,Equity
ST,SENSATA TECHNOLOGIES HOLDING PLC,Industrials,Equity
GAP,GAP INC,Consumer Discretionary,Equity
AVT,AVNET INC,Information Technology,Equity
GFS,GLOBALFOUNDRIES INC,Information Technology,Equity
KMPR,KEMPER CORP,Financials,Equity
PVH,PVH CORP,Consumer Discretionary,Equity
CHH,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary,Equity
M,MACYS INC,Consumer Discretionary,Equity
SPR,SPIRIT AEROSYSTEMS INC CLASS A,Industrials,Equity
NWS,NEWS CORP CLASS B,Communication,Equity
OGN,ORGANON,Health Care,Equity
BHF,BRIGHTHOUSE FINANCIAL INC,Financials,Equity
KRC,KILROY REALTY REIT CORP,Real Estate,Equity
MSGS,MADISON SQUARE GARDEN SPORTS CORP,Communication,Equity
CELH,CELSIUS HOLDINGS INC,Consumer Staples,Equity
PEGA,PEGASYSTEMS INC,Information Technology,Equity
RYN,RAYONIER REIT INC,Real Estate,Equity
ELF,ELF BEAUTY INC,Consumer Staples,Equity
MSM,MSC INDUSTRIAL INC CLASS A,Industrials,Equity
TNL,TRAVEL LEISURE,Consumer Discretionary,Equity
WLK,WESTLAKE CORP,Materials,Equity
ACHC,ACADIA HEALTHCARE COMPANY INC,Health Care,Equity
LLYVK,LIBERTY MEDIA LIBERTY LIVE CORP SE,Communication,Equity
NEU,NEWMARKET CORP,Materials,Equity
RARE,ULTRAGENYX PHARMACEUTICAL INC,Health Care,Equity
XRAY,DENTSPLY SIRONA INC,Health Care,Equity
BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,Utilities,Equity
DXC,DXC TECHNOLOGY,Information Technology,Equity
ZG,ZILLOW GROUP INC CLASS A,Real Estate,Equity
NVST,ENVISTA HOLDINGS CORP,Health Care,Equity
PENN,PENN ENTERTAINMENT INC,Consumer Discretionary,Equity
IRDM,IRIDIUM COMMUNICATIONS INC,Communication,Equity
EPR,EPR PROPERTIES REIT,Real Estate,Equity
LINE,LINEAGE INC,Real Estate,Equity
MDU,MDU RESOURCES GROUP INC,Utilities,Equity
FHB,FIRST HAWAIIAN INC,Financials,Equity
IAC,IAC INC,Communication,Equity
FLO,FLOWERS FOODS INC,Consumer Staples,Equity
PSN,PARSONS CORP,Industrials,Equity
PRGO,PERRIGO PLC,Health Care,Equity
LCID,LUCID GROUP INC,Consumer Discretionary,Equity
YETI,YETI HOLDINGS INC,Consumer Discretionary,Equity
ASH,ASHLAND INC,Materials,Equity
HOG,HARLEY DAVIDSON INC,Consumer Discretionary,Equity
DNB,DUN BRADST HLDG INC,Industrials,Equity
VKTX,VIKING THERAPEUTICS INC,Health Care,Equity
CACC,CREDIT ACCEPTANCE CORP,Financials,Equity
OLN,OLIN CORP,Materials,Equity
ZI,ZOOMINFO TECHNOLOGIES INC,Communication,Equity
ALGM,ALLEGRO MICROSYSTEMS INC,Information Technology,Equity
HIW,HIGHWOODS PROPERTIES REIT INC,Real Estate,Equity
MP,MP MATERIALS CORP CLASS A,Materials,Equity
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Consumer Discretionary,Equity
VIRT,VIRTU FINANCIAL INC CLASS A,Financials,Equity
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,Consumer Discretionary,Equity
DV,DOUBLEVERIFY HOLDINGS INC,Information Technology,Equity
WU,WESTERN UNION,Financials,Equity
MRP,MILLROSE PROPERTIES INC CLASS A,Consumer Discretionary,Equity
COLM,COLUMBIA SPORTSWEAR,Consumer Discretionary,Equity
NWL,NEWELL BRANDS INC,Consumer Discretionary,Equity
AMED,AMEDISYS INC,Health Care,Equity
SMG,SCOTTS MIRACLE GRO,Materials,Equity
CXT,CRANE NXT,Information Technology,Equity
MPW,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Equity
RNG,RINGCENTRAL INC CLASS A,Information Technology,Equity
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,Equity
FIVN,FIVE9 INC,Information Technology,Equity
HUN,HUNTSMAN CORP,Materials,Equity
APLS,APELLIS PHARMACEUTICALS INC,Health Care,Equity
NCNO,NCINO INC,Information Technology,Equity
PK,PARK HOTELS RESORTS INC,Real Estate,Equity
MAN,MANPOWER INC,Industrials,Equity
CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary,Equity
NSA,NATIONAL STORAGE AFFILIATES TRUST,Real Estate,Equity
AMKR,AMKOR TECHNOLOGY INC,Information Technology,Equity
QDEL,QUIDELORTHO CORP,Health Care,Equity
WEN,WENDYS,Consumer Discretionary,Equity
TDC,TERADATA CORP,Information Technology,Equity
BOKF,BOK FINANCIAL CORP,Financials,Equity
AZTA,AZENTA INC,Health Care,Equity
AMTM,AMENTUM HOLDINGS INC,Industrials,Equity
ECG,EVERUS CONSTRUCTION GROUP INC,Industrials,Equity
HHH,HOWARD HUGHES HOLDINGS INC,Real Estate,Equity
CC,CHEMOURS,Materials,Equity
ENOV,ENOVIS CORP,Health Care,Equity
JWN,NORDSTROM INC,Consumer Discretionary,Equity
ADT,ADT INC,Consumer Discretionary,Equity
PII,POLARIS INC,Consumer Discretionary,Equity
DJT,TRUMP MEDIA TECHNOLOGY GROUP CORP,Communication,Equity
CNXC,CONCENTRIX CORP,Industrials,Equity
CWEN,CLEARWAY ENERGY INC CLASS C,Utilities,Equity
COTY,COTY INC CLASS A,Consumer Staples,Equity
BIRK,BIRKENSTOCK HOLDING PLC,Consumer Discretionary,Equity
SAM,BOSTON BEER INC CLASS A,Consumer Staples,Equity
PPC,PILGRIMS PRIDE CORP,Consumer Staples,Equity
SPB,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples,Equity
HAYW,HAYWARD HOLDINGS INC,Industrials,Equity
LOAR,LOAR HOLDINGS INC,Industrials,Equity
SHC,SOTERA HEALTH COMPANY,Health Care,Equity
CLVT,CLARIVATE PLC,Industrials,Equity
CRI,CARTERS INC,Consumer Discretionary,Equity
FWONA,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,Equity
LBTYK,LIBERTY GLOBAL LTD CLASS C,Communication,Equity
VSTS,VESTIS CORP,Industrials,Equity
PYCR,PAYCOR HCM INC,Industrials,Equity
IPGP,IPG PHOTONICS CORP,Information Technology,Equity
TRIP,TRIPADVISOR INC,Communication,Equity
SARO,STANDARDAERO,Industrials,Equity
QS,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,Equity
PINC,PREMIER INC CLASS A,Health Care,Equity
LBTYA,LIBERTY GLOBAL LTD CLASS A,Communication,Equity
RKT,ROCKET COMPANIES INC CLASS A,Financials,Equity
AS,AMER SPORTS INC,Consumer Discretionary,Equity
CERT,CERTARA INC,Health Care,Equity
CAR,AVIS BUDGET GROUP INC,Industrials,Equity
INFA,INFORMATICA INC CLASS A,Information Technology,Equity
GO,GROCERY OUTLET HOLDING CORP,Consumer Staples,Equity
BFA,BROWN FORMAN CORP CLASS A,Consumer Staples,Equity
LLYVA,LIBERTY MEDIA LIBERTY LIVE CORP SE,Communication,Equity
GRAL,GRAIL INC,Other,Equity
DDS,DILLARDS INC CLASS A,Consumer Discretionary,Equity
UI,UBIQUITI INC,Information Technology,Equity
LEG,LEGGETT & PLATT INC,Consumer Discretionary,Equity
UAA,UNDER ARMOUR INC CLASS A,Consumer Discretionary,Equity
LENB,LENNAR CORP CLASS B,Consumer Discretionary,Equity
